image_urls,name,price,shop
https://s.ek.ua/jpg/2147579.jpg,Epson L1250,7736,Inksystem.ua
https://s.ek.ua/jpg/1922990.jpg,Canon imagePROGRAF PRO-300,37287,click24.biz
https://s.ek.ua/jpg/1922990.jpg,Canon imagePROGRAF PRO-300,44301,Denika.ua
https://s.ek.ua/jpg/1922990.jpg,Canon imagePROGRAF PRO-300,44661,Tomdom.prom.ua
https://s.ek.ua/jpg/397241.jpg,Canon PIXMA iP8740,23299,Moyo.ua
https://s.ek.ua/jpg/2147579.jpg,Epson L1250,7736,Lucky-print.com.ua
https://s.ek.ua/jpg/2147579.jpg,Epson L1250,6795,Stylus.ua
https://s.ek.ua/jpg/2147579.jpg,Epson L1250,6745,Цифра
https://s.ek.ua/jpg/2147579.jpg,Epson L1250,6999,Megadom.biz
https://s.ek.ua/jpg/2147579.jpg,Epson L1250,6849,Ktc.ua
https://s.ek.ua/jpg/2199465.jpg,Canon PIXMA TS305,2903,Denika.ua
https://s.ek.ua/jpg/2199465.jpg,Canon PIXMA TS305,2903,Redprice.prom.ua
https://s.ek.ua/jpg/414326.jpg,Epson L1800,34599,Moyo.ua
https://s.ek.ua/jpg/414326.jpg,Epson L1800,34599,Kvshop.com.ua
https://s.ek.ua/jpg/414326.jpg,Epson L1800,38892,Inksystem.ua
https://s.ek.ua/jpg/414326.jpg,Epson L1800,34595,A-techno.com.ua
https://s.ek.ua/jpg/414326.jpg,Epson L1800,34147,Stylus.ua
https://s.ek.ua/jpg/414326.jpg,Epson L1800,34147,Цифра
https://s.ek.ua/jpg/397241.jpg,Canon PIXMA iP8740,24004,Kvshop.com.ua
https://s.ek.ua/jpg/397241.jpg,Canon PIXMA iP8740,24004,FOXTROT.UA
https://s.ek.ua/jpg/397241.jpg,Canon PIXMA iP8740,22792,A-techno.com.ua
https://s.ek.ua/jpg/2199465.jpg,Canon PIXMA TS305,2909,Timesport.com.ua
https://s.ek.ua/jpg/414326.jpg,Epson L1800,34599,TTT.ua
https://s.ek.ua/jpg/615216.jpg,Epson L132,7165,Moyo.ua
https://s.ek.ua/jpg/397241.jpg,Canon PIXMA iP8740,23769,Palladium.ua
https://s.ek.ua/jpg/397241.jpg,Canon PIXMA iP8740,23029,Stylus.ua
https://s.ek.ua/jpg/397241.jpg,Canon PIXMA iP8740,22835,Цифра
https://s.ek.ua/jpg/1627596.jpg,Canon PIXMA G5040,12468,Stylus.ua
https://s.ek.ua/jpg/1627596.jpg,Canon PIXMA G5040,12468,Цифра
https://s.ek.ua/jpg/2199465.jpg,Canon PIXMA TS305,2906,Tomdom.prom.ua
https://s.ek.ua/jpg/499133.jpg,Xerox Phaser 3020,5624,Moyo.ua
https://s.ek.ua/jpg/615216.jpg,Epson L132,7165,Kvshop.com.ua
https://s.ek.ua/jpg/615216.jpg,Epson L132,8555,Inksystem.ua
https://s.ek.ua/jpg/615216.jpg,Epson L132,7635,Lucky-print.com.ua
https://s.ek.ua/jpg/615216.jpg,Epson L132,6315,Цифра
https://s.ek.ua/jpg/615216.jpg,Epson L132,6412,Stylus.ua
https://s.ek.ua/jpg/1627596.jpg,Canon PIXMA G5040,10800,Megadom.biz
https://s.ek.ua/jpg/1627596.jpg,Canon PIXMA G5040,11085,Ktc.ua
https://s.ek.ua/jpg/1627596.jpg,Canon PIXMA G5040,12534,АЛЛО
https://s.ek.ua/jpg/499133.jpg,Xerox Phaser 3020,5808,Kvshop.com.ua
https://s.ek.ua/jpg/499133.jpg,Xerox Phaser 3020,5624,FOXTROT.UA
https://s.ek.ua/jpg/615216.jpg,Epson L132,7165,TTT.ua
https://s.ek.ua/jpg/1202698.jpg,HP Sprocket,12110,click24.biz
https://s.ek.ua/jpg/1202698.jpg,HP Sprocket,6708,Click24.in.ua
https://s.ek.ua/jpg/1202698.jpg,HP Sprocket,6046,Tomdom.prom.ua
https://s.ek.ua/jpg/1627596.jpg,Canon PIXMA G5040,12350,Tviy-Dim.com
https://s.ek.ua/jpg/1627596.jpg,Canon PIXMA G5040,11202,Tehnopostavka.com.ua
https://s.ek.ua/jpg/499133.jpg,Xerox Phaser 3020,5328,A-techno.com.ua
https://s.ek.ua/jpg/499133.jpg,Xerox Phaser 3020,4399,Protsyk.net
https://s.ek.ua/jpg/499133.jpg,Xerox Phaser 3020,6161,Palladium.ua
https://s.ek.ua/jpg/499133.jpg,Xerox Phaser 3020,5052,Stylus.ua
https://s.ek.ua/jpg/2048986.jpg,Canon PIXMA G540,11999,Moyo.ua
https://s.ek.ua/jpg/1202698.jpg,HP Sprocket,6776,Ebox24.biz
https://s.ek.ua/jpg/1202698.jpg,HP Sprocket,6273,Click24.in.ua
https://s.ek.ua/jpg/1202698.jpg,HP Sprocket,12110,Click24.in.ua
https://s.ek.ua/jpg/964813.jpg,Xerox Phaser 3330,7949,Protsyk.net
https://s.ek.ua/jpg/2048986.jpg,Canon PIXMA G540,12673,Kvshop.com.ua
https://s.ek.ua/jpg/2048986.jpg,Canon PIXMA G540,11999,FOXTROT.UA
https://s.ek.ua/jpg/2048986.jpg,Canon PIXMA G540,11999,A-techno.com.ua
https://s.ek.ua/jpg/1202698.jpg,HP Sprocket,6621,Click24.in.ua
https://s.ek.ua/jpg/1510410.jpg,Epson M1100,7735,Kvshop.com.ua
https://s.ek.ua/jpg/1510410.jpg,Epson M1100,7735,FOXTROT.UA
https://s.ek.ua/jpg/1510410.jpg,Epson M1100,7735,A-techno.com.ua
https://s.ek.ua/jpg/964813.jpg,Xerox Phaser 3330,9049,Tehnopostavka.com.ua
https://s.ek.ua/jpg/964813.jpg,Xerox Phaser 3330,25564,Ebox24.biz
https://s.ek.ua/jpg/1510412.jpg,Epson M1120,8525,Moyo.ua
https://s.ek.ua/jpg/2048986.jpg,Canon PIXMA G540,11340,Stylus.ua
https://s.ek.ua/jpg/2048986.jpg,Canon PIXMA G540,11151,Цифра
https://s.ek.ua/jpg/2048986.jpg,Canon PIXMA G540,11999,Repka.ua
https://s.ek.ua/jpg/314936.jpg,Brother HL-1110R,5199,Megadom.biz
https://s.ek.ua/jpg/314936.jpg,Brother HL-1110R,4839,Denika.ua
https://s.ek.ua/jpg/1510410.jpg,Epson M1100,7594,Stylus.ua
https://s.ek.ua/jpg/1510410.jpg,Epson M1100,7594,Цифра
https://s.ek.ua/jpg/1510412.jpg,Epson M1120,8525,Kvshop.com.ua
https://s.ek.ua/jpg/1510412.jpg,Epson M1120,8525,FOXTROT.UA
https://s.ek.ua/jpg/314936.jpg,Brother HL-1110R,4799,Lawyer
https://s.ek.ua/jpg/314936.jpg,Brother HL-1110R,5194,Redprice.prom.ua
https://s.ek.ua/jpg/314936.jpg,Brother HL-1110R,4695,Tv-mir.com.ua
https://s.ek.ua/jpg/314936.jpg,Brother HL-1110R,4903,Optsklad.com
https://s.ek.ua/jpg/314936.jpg,Brother HL-1110R,5150,Megadom.biz
https://s.ek.ua/jpg/1804824.jpg,Xiaomi Mi Pocket Photo Printer,2649,Зубные-щетки.укр
https://s.ek.ua/jpg/1510410.jpg,Epson M1100,7735,TTT.ua
https://s.ek.ua/jpg/1510412.jpg,Epson M1120,8624,Inksystem.ua
https://s.ek.ua/jpg/1510412.jpg,Epson M1120,8024,A-techno.com.ua
https://s.ek.ua/jpg/1804824.jpg,Xiaomi Mi Pocket Photo Printer,2748,Denika.ua
https://s.ek.ua/jpg/1804824.jpg,Xiaomi Mi Pocket Photo Printer,2650,Saren.com.ua
https://s.ek.ua/jpg/1804824.jpg,Xiaomi Mi Pocket Photo Printer,2656,Timesport.com.ua
https://s.ek.ua/jpg/1804824.jpg,Xiaomi Mi Pocket Photo Printer,2650,Redprice.prom.ua
https://s.ek.ua/jpg/1510410.jpg,Epson M1100,7735,Ktc.ua
https://s.ek.ua/jpg/1694585.jpg,Canon i-SENSYS LBP223DW,9999,Megadom.biz
https://s.ek.ua/jpg/1510412.jpg,Epson M1120,8064,Stylus.ua
https://s.ek.ua/jpg/1510412.jpg,Epson M1120,7967,Цифра
https://s.ek.ua/jpg/1618219.jpg,HP Laser 107W,8881,Stylus.ua
https://s.ek.ua/jpg/1804824.jpg,Xiaomi Mi Pocket Photo Printer,2653,Tomdom.prom.ua
https://s.ek.ua/jpg/2375105.jpg,Canon i-SENSYS LBP631CW,10319,Ktc.ua
https://s.ek.ua/jpg/1694585.jpg,Canon i-SENSYS LBP223DW,12415,Click24.in.ua
https://s.ek.ua/jpg/1694585.jpg,Canon i-SENSYS LBP223DW,10208,Luckylink.kiev.ua
https://s.ek.ua/jpg/1694585.jpg,Canon i-SENSYS LBP223DW,9900,Texnoswit.com.ua
https://s.ek.ua/jpg/1694585.jpg,Canon i-SENSYS LBP223DW,11674,Timesport.com.ua
https://s.ek.ua/jpg/1618219.jpg,HP Laser 107W,8684,Цифра
https://s.ek.ua/jpg/1618219.jpg,HP Laser 107W,7099,Megadom.biz
https://s.ek.ua/jpg/1618219.jpg,HP Laser 107W,8229,Ktc.ua
https://s.ek.ua/jpg/1618219.jpg,HP Laser 107W,8591,АЛЛО
https://s.ek.ua/jpg/2375105.jpg,Canon i-SENSYS LBP631CW,10319,АЛЛО
https://s.ek.ua/jpg/1694585.jpg,Canon i-SENSYS LBP223DW,9895,Cthp.net.ua
https://s.ek.ua/jpg/1694585.jpg,Canon i-SENSYS LBP223DW,12540,Ebox24.biz
https://s.ek.ua/jpg/508956.jpg,Brother HL-1223WR,6299,Megadom.biz
https://s.ek.ua/jpg/1618219.jpg,HP Laser 107W,8954,Tviy-Dim.com
https://s.ek.ua/jpg/1618219.jpg,HP Laser 107W,7150,Tehnopostavka.com.ua
https://s.ek.ua/jpg/2415617.jpg,Epson L18050,34064,Click24.in.ua
https://s.ek.ua/jpg/2415617.jpg,Epson L18050,34064,click24.biz
https://s.ek.ua/jpg/2415617.jpg,Epson L18050,34408,Ebox24.biz
https://s.ek.ua/jpg/2415617.jpg,Epson L18050,44528,Ebox24.biz
https://s.ek.ua/jpg/2375105.jpg,Canon i-SENSYS LBP631CW,10196,Tviy-Dim.com
https://s.ek.ua/jpg/2375105.jpg,Canon i-SENSYS LBP631CW,12110,Click24.in.ua
